region_length = 300
region_width = 300
num_candicate_point = 200
num_user = 4000
num_original_macrocell = 0

Start the candicate point
0	83.160	49.110
1	88.754	69.839
2	238.932	107.578
3	85.028	18.925
4	119.132	260.887
5	14.255	51.125
6	0.952	265.914
7	190.509	20.106
8	185.830	80.999
9	100.803	228.578
10	24.171	129.212
11	202.869	272.680
12	69.674	273.138
13	88.205	90.164
14	22.330	23.054
15	145.033	109.079
16	269.842	250.441
17	205.414	243.959
18	286.514	228.513
19	210.889	36.311
20	199.289	171.969
21	281.094	286.413
22	280.032	97.397
23	119.608	73.034
24	173.562	76.705
25	241.615	8.277
26	120.890	205.002
27	157.430	224.174
28	286.862	255.074
29	196.670	37.941
30	151.698	40.303
31	6.995	93.011
32	75.781	157.823
33	112.275	122.263
34	97.067	233.760
35	164.095	30.836
36	170.458	42.610
37	271.334	144.978
38	208.573	22.468
39	241.990	224.055
40	233.238	257.976
41	121.668	282.522
42	197.119	152.971
43	163.207	118.711
44	84.835	264.733
45	11.591	297.382
46	152.925	121.430
47	38.838	282.733
48	118.061	95.071
49	112.925	69.015
50	152.907	251.411
51	235.343	105.426
52	98.926	48.991
53	131.565	162.163
54	55.602	209.067
55	128.809	34.654
56	255.358	128.260
57	105.518	32.685
58	83.599	255.925
59	46.812	251.411
60	153.337	107.953
61	190.481	170.989
62	93.478	139.082
63	97.662	281.936
64	160.616	245.378
65	32.823	82.812
66	233.201	118.949
67	87.197	147.349
68	97.845	226.618
69	130.201	207.666
70	287.017	234.510
71	223.130	50.713
72	177.288	250.468
73	79.562	274.602
74	107.953	206.018
75	206.787	101.709
76	28.941	49.944
77	12.699	95.648
78	237.696	275.243
79	12.442	78.674
80	14.255	51.280
81	119.315	96.637
82	13.981	283.227
83	254.131	128.251
84	27.265	170.376
85	57.561	85.559
86	65.581	285.498
87	39.845	2.490
88	283.309	146.809
89	52.058	158.428
90	194.665	4.779
91	113.501	133.479
92	195.141	215.302
93	79.498	142.644
94	146.773	121.302
95	184.054	45.393
96	136.674	14.713
97	141.618	277.853
98	268.203	0.458
99	42.436	104.181
100	94.082	234.565
101	125.825	134.303
102	250.945	258.086
103	265.777	4.614
104	4.514	98.907
105	153.182	268.715
106	165.093	263.140
107	109.207	294.928
108	282.275	287.970
109	213.993	17.597
110	178.799	178.030
111	85.202	38.902
112	132.435	196.991
113	290.817	128.187
114	165.642	36.265
115	230.335	215.540
116	252.089	32.795
117	69.051	26.716
118	99.612	57.717
119	59.557	256.072
120	18.934	247.768
121	34.947	224.366
122	37.465	101.379
123	208.060	18.632
124	267.562	111.286
125	61.177	260.530
126	288.720	55.547
127	60.509	0.394
128	252.986	218.772
129	279.876	283.749
130	272.991	265.612
131	67.879	87.097
132	201.935	238.127
133	43.159	270.025
134	264.989	199.234
135	51.747	140.226
136	151.442	293.747
137	71.249	178.698
138	26.908	149.153
139	96.051	21.580
140	175.100	287.979
141	287.933	145.830
142	28.364	273.366
143	126.447	255.422
144	196.634	160.121
145	243.629	115.012
146	153.786	272.835
147	277.047	28.016
148	291.156	182.937
149	25.974	105.765
150	97.342	6.812
151	244.765	24.839
152	273.788	96.573
153	157.878	219.376
154	245.424	145.518
155	31.083	205.112
156	75.854	80.102
157	182.983	82.263
158	46.455	160.350
159	271.371	13.907
160	8.570	260.475
161	138.789	126.850
162	168.453	251.677
163	51.628	131.831
164	14.164	259.011
165	117.182	209.919
166	43.809	14.026
167	12.891	62.038
168	4.587	275.390
169	12.470	68.438
170	101.828	138.871
171	242.915	254.936
172	87.692	109.143
173	56.957	112.970
174	288.574	254.781
175	155.498	70.186
176	80.862	18.613
177	43.947	158.501
178	274.300	105.234
179	57.350	276.443
180	112.247	117.475
181	238.319	292.813
182	148.430	163.829
183	202.310	188.330
184	209.360	108.658
185	74.572	282.321
186	101.901	187.002
187	33.161	241.148
188	75.314	255.925
189	42.363	215.467
190	297.162	204.279
191	10.950	102.945
192	252.464	292.740
193	159.581	283.557
194	25.489	45.979
195	31.770	124.122
196	173.562	168.865
197	132.829	299.130
198	52.068	108.530
199	131.043	124.561
End the candicate point

Start the user
0	0.467	234.272
1	5.567	151.799
2	48.241	57.076
3	175.356	18.210
4	250.331	260.659
5	93.561	1.630
6	111.542	265.850
7	41.704	175.228
8	109.162	0.394
9	208.014	210.010
10	73.089	295.779
11	284.344	21.534
12	133.140	83.077
13	266.033	107.962
14	192.514	109.812
15	289.032	276.012
16	37.181	249.461
17	188.742	102.057
18	240.333	125.642
19	214.881	124.992
20	271.197	22.916
21	286.807	217.747
22	267.946	105.875
23	123.609	134.486
24	183.670	18.503
25	33.454	180.209
26	65.014	185.830
27	196.377	99.722
28	272.890	289.398
29	25.077	132.756
30	4.386	138.771
31	238.044	232.276
32	125.623	210.834
33	229.237	192.642
34	274.538	178.597
35	268.990	284.683
36	143.275	201.688
37	220.200	44.432
38	299.442	0.110
39	104.401	212.519
40	155.535	183.395
41	202.017	70.901
42	146.068	256.758
43	21.085	274.071
44	21.598	176.446
45	119.059	121.348
46	19.236	175.832
47	111.753	267.379
48	118.793	34.379
49	154.088	117.466
50	244.096	11.234
51	126.814	4.871
52	218.781	115.278
53	213.746	96.719
54	235.984	233.705
55	103.677	125.523
56	51.216	190.719
57	201.633	293.197
58	57.909	158.528
59	283.547	244.371
60	54.924	192.267
61	178.900	55.931
62	65.435	210.825
63	15.711	139.677
64	216.565	95.483
65	112.192	104.831
66	139.119	28.217
67	149.382	77.557
68	296.814	141.417
69	109.308	23.988
70	4.404	201.138
71	212.922	274.062
72	244.023	195.535
73	242.174	292.566
74	39.103	150.490
